,QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerText,MisconceptionName
99,42,953,"Given a gradient, state the gradient of a line parallel to it",262,Parallel Lines,C,"A line has a gradient of \( 5 \)

A line parallel to this line would have a gradient of...",\( -\frac{1}{5} \),Believes parallel lines have gradients that multiply to give -1
100,42,953,"Given a gradient, state the gradient of a line parallel to it",262,Parallel Lines,C,"A line has a gradient of \( 5 \)

A line parallel to this line would have a gradient of...",Not enough information,Does not know parallel lines have equal gradients 
101,43,446,Divide proper fractions in the form: Fraction ÷ Integer,232,Dividing Fractions,B,Calculate: \( \frac{4}{8} \div 2 \),\( \frac{2}{4} \),"When dividing a fraction by an integer, divides both the numerator and denominator by the integer"
102,43,446,Divide proper fractions in the form: Fraction ÷ Integer,232,Dividing Fractions,B,Calculate: \( \frac{4}{8} \div 2 \),\( \frac{4}{4} \),"When dividing a fraction by an integer, divides the denominator by the integer"
103,44,2440,Identify a right-angled triangle when presented non-conventionally,175,Properties of Triangles,C,"\( A B C D \) is a rectangle.
What type of triangle is triangle \( \mathrm{BCD} \) ? ![Rectangle ABCD with the diagonal shown using a red dotted line]()",Scalene,Confuses scalene and right angle triangles
104,44,2440,Identify a right-angled triangle when presented non-conventionally,175,Properties of Triangles,C,"\( A B C D \) is a rectangle.
What type of triangle is triangle \( \mathrm{BCD} \) ? ![Rectangle ABCD with the diagonal shown using a red dotted line]()",Isosceles,Confuses isosceles and right angle triangles
105,44,2440,Identify a right-angled triangle when presented non-conventionally,175,Properties of Triangles,C,"\( A B C D \) is a rectangle.
What type of triangle is triangle \( \mathrm{BCD} \) ? ![Rectangle ABCD with the diagonal shown using a red dotted line]()",Equilateral,Confuses isosceles and right angle triangles
106,45,3176,"For a given algebraic input, find the output of a function machine",649,Function Machines,D,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""5a + 2"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 10 a+2 \),Only multiplies the first term in the expansion of a bracket
107,45,3176,"For a given algebraic input, find the output of a function machine",649,Function Machines,D,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""5a + 2"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 5 a+4 \),Only multiplies second term in the expansion of a bracket
108,45,3176,"For a given algebraic input, find the output of a function machine",649,Function Machines,D,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""5a + 2"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 7 a+4 \),Adds instead of multiplies when multiplying algebraic terms
109,46,3190,Represent an equation using a bar model,70,Writing Expressions,B,"![Tom and Katie are discussing bar models.]() Tom says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline \( 2 \) & \( x \) \\
\hline
\end{tabular} Katie says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline\( x \) & \( x \) \\
\hline
\end{tabular} Who do you agree with?",Only Tom,Does not understand bar modelling in algebra
110,46,3190,Represent an equation using a bar model,70,Writing Expressions,B,"![Tom and Katie are discussing bar models.]() Tom says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline \( 2 \) & \( x \) \\
\hline
\end{tabular} Katie says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline\( x \) & \( x \) \\
\hline
\end{tabular} Who do you agree with?",Both Tom and Katie,Does not understand bar modelling in algebra
111,46,3190,Represent an equation using a bar model,70,Writing Expressions,B,"![Tom and Katie are discussing bar models.]() Tom says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline \( 2 \) & \( x \) \\
\hline
\end{tabular} Katie says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline\( x \) & \( x \) \\
\hline
\end{tabular} Who do you agree with?",Neither is correct,Does not understand bar modelling in algebra
112,47,403,"Calculate the whole amount, given a fraction of the amount",225,Fractions of an Amount,C,"What should replace the star?
\(
\frac{1}{3} \text { of } \color{yellow}\bigstar\)\(=27
\)",\( 61 \),"When two digits multiply to 10 or more during a multiplication problem, does not add carried value to the preceding digit"
113,47,403,"Calculate the whole amount, given a fraction of the amount",225,Fractions of an Amount,C,"What should replace the star?
\(
\frac{1}{3} \text { of } \color{yellow}\bigstar\)\(=27
\)",\( 9 \),"When solving a problem that requires an inverse operation (e.g. missing number problems), does the original operation"
114,48,3516,Determine the input of a double function machine used to create an algebraic expression,649,Function Machines,B,input \(\Rightarrow-3 \Rightarrow \times 3 \Rightarrow 9a-21 \) What is the input of this function machine?,\( 3 a-18 \),Does not apply the inverse function to every term in an expression
115,48,3516,Determine the input of a double function machine used to create an algebraic expression,649,Function Machines,B,input \(\Rightarrow-3 \Rightarrow \times 3 \Rightarrow 9a-21 \) What is the input of this function machine?,\( 3 a-21 \),Has completed only one of the two operations.
116,48,3516,Determine the input of a double function machine used to create an algebraic expression,649,Function Machines,B,input \(\Rightarrow-3 \Rightarrow \times 3 \Rightarrow 9a-21 \) What is the input of this function machine?,\( 3 a-7 \),Has completed only one of the two operations.
117,49,2238,Convert from years to days,209,Time,D,\( 2 \) leap years \( =\square \) days,\( 728 \),Does not know how many days are in a leap year
118,49,2238,Convert from years to days,209,Time,D,\( 2 \) leap years \( =\square \) days,\( 730 \),Does not know how many days are in a leap year
119,50,316,Divide decimals by 1000,202,Place Value,A,"What is the value of:
\[
23.04 \div 1000
\]",\( 0.2304 \),"When dividing involving a power of 10, gives an answer 10 times bigger than it should be"
120,50,316,Divide decimals by 1000,202,Place Value,A,"What is the value of:
\[
23.04 \div 1000
\]",\( 0.0002304 \),When dividing a decimal by a power of 10 adds zeroes to start of the number ignoring the placement of the initial decimal point
121,50,316,Divide decimals by 1000,202,Place Value,A,"What is the value of:
\[
23.04 \div 1000
\]",\( 0.002304 \),"When dividing involving a power of 10, gives an answer 10 times smaller than it should be"
122,51,3279,Multiply 3 digit integers by 1 digit integers using the grid method,204,Mental Multiplication and Division,D,\( 427 \times 6= \),\( 240+120+42 \),"When multiplying multiples of ten and the answer requires an extra digit, leaves off that extra digit"
123,52,3132,Write algebraic expressions with correct algebraic convention,70,Writing Expressions,A,"Which answer shows the following calculation using the correct algebraic convention?
\(
b \div a
\)",\( a \div b \),Believes division is commutative 
124,52,3132,Write algebraic expressions with correct algebraic convention,70,Writing Expressions,A,"Which answer shows the following calculation using the correct algebraic convention?
\(
b \div a
\)",\( \frac{a}{b} \),Believes that a fraction means dividing the denominator by the numerator
125,52,3132,Write algebraic expressions with correct algebraic convention,70,Writing Expressions,A,"Which answer shows the following calculation using the correct algebraic convention?
\(
b \div a
\)",\( a b \),Thinks that we can remove a division symbol and just write the variables next to each other
126,53,3346,Identify the order of rotational symmetry of a shape,88,Properties of Quadrilaterals,B,"In which region would a rectangle belong? ![Venn diagram with two circles labelled with 'exactly two lines of symmetry' and 'rotational symmetry of order 2'. A is in the only exactly two lines of symmetry region, B is in the intersection, C is in the only rotational symmetry of order 2 region and D is outside the two circles.]()",A,Thinks rectangles have rotational symmetry or order 4
127,53,3346,Identify the order of rotational symmetry of a shape,88,Properties of Quadrilaterals,B,"In which region would a rectangle belong? ![Venn diagram with two circles labelled with 'exactly two lines of symmetry' and 'rotational symmetry of order 2'. A is in the only exactly two lines of symmetry region, B is in the intersection, C is in the only rotational symmetry of order 2 region and D is outside the two circles.]()",C,Thinks rectangles have line symmetry in the diagonals 
128,54,399,Identify non-unit fractions when part of a shape,225,Fractions of an Amount,D,What fraction of the rectangle is shaded? ![A rectangle split into 10 equal parts with 3 parts shaded in yellow](),\( 3 \),Does not know how to write a fraction - just given an integer answer
129,54,399,Identify non-unit fractions when part of a shape,225,Fractions of an Amount,D,What fraction of the rectangle is shaded? ![A rectangle split into 10 equal parts with 3 parts shaded in yellow](),\( \frac{3}{7} \),Denominator used for other parts rather than total parts
130,55,95,Complete missing number mental subtraction problems up to 100,203,Mental Addition and Subtraction,A,What should replace the star? \( \bigstar-37=38 \),\( 1 \),"When solving a problem that requires an inverse operation (e.g. missing number problems), does the original operation"
131,55,95,Complete missing number mental subtraction problems up to 100,203,Mental Addition and Subtraction,A,What should replace the star? \( \bigstar-37=38 \),\( -1 \),"When solving a problem that requires an inverse operation (e.g. missing number problems), does the original operation"
132,55,95,Complete missing number mental subtraction problems up to 100,203,Mental Addition and Subtraction,A,What should replace the star? \( \bigstar-37=38 \),\( 65 \),"When two digits sum to 10 or more during an addition problem, does not add one to the preceding digit"
